config,area,period,output,metric,value
G1_aux_all_b16,de_lu,2024,point,rmse,2399.0274603930598
G1_aux_all_b16,de_lu,2024,point,r2,0.9324597615267459
G1_aux_all_b16,de_lu,2024,point,mae,1626.0606795288672
G1_aux_all_b16,de_lu,2024,point,smape,3.0811257416964755
G1_aux_all_b16,de_lu,2024,quantile,wis,973.7704604327186
G1_aux_all_b16,de_lu,2024,quantile,lqs,486.8852302163593
G1_aux_all_b16,de_lu,2024,quantile,mae_median,1617.6213288778463
G1_aux_all_b16,de_lu,2024,quantile,cov50,48.04474043715847
G1_aux_all_b16,de_lu,2024,quantile,cov95,94.54121129326047
G1_aux_all_b16,de_lu,2024,ensemble,wis,973.7704604327186
G1_aux_all_b16,de_lu,2024,ensemble,lqs,486.8852302163593
G1_aux_all_b16,de_lu,2024,ensemble,mae_median,1617.6213288778463
G1_aux_all_b16,de_lu,2024,ensemble,cov50,48.04474043715847
G1_aux_all_b16,de_lu,2024,ensemble,cov95,94.54121129326047
G1_aux_all_b16,de_lu,2024,ensemble,crps,1181.7963444772302
G1_aux_all_b16,de_lu,2024,ensemble,energy_score,13683.554041143992
G1_aux_all_b16,de_lu,2025,point,rmse,2426.2958951169207
G1_aux_all_b16,de_lu,2025,point,r2,0.9312638920999824
G1_aux_all_b16,de_lu,2025,point,mae,1683.5676319326756
G1_aux_all_b16,de_lu,2025,point,smape,3.1691084121868567
G1_aux_all_b16,de_lu,2025,quantile,wis,995.2827288407535
G1_aux_all_b16,de_lu,2025,quantile,lqs,497.6413644203767
G1_aux_all_b16,de_lu,2025,quantile,mae_median,1673.786217428653
G1_aux_all_b16,de_lu,2025,quantile,cov50,46.43550228310502
G1_aux_all_b16,de_lu,2025,quantile,cov95,94.84303652968038
G1_aux_all_b16,de_lu,2025,ensemble,wis,995.2827288407535
G1_aux_all_b16,de_lu,2025,ensemble,lqs,497.6413644203767
G1_aux_all_b16,de_lu,2025,ensemble,mae_median,1673.786217428653
G1_aux_all_b16,de_lu,2025,ensemble,cov50,46.43550228310502
G1_aux_all_b16,de_lu,2025,ensemble,cov95,94.84303652968038
G1_aux_all_b16,de_lu,2025,ensemble,crps,1209.3948893325
G1_aux_all_b16,de_lu,2025,ensemble,energy_score,14005.114263079362
G1_aux_all_b16,de_lu,2026H1,point,rmse,2731.1396409026415
G1_aux_all_b16,de_lu,2026H1,point,r2,0.9219536299494269
G1_aux_all_b16,de_lu,2026H1,point,mae,1848.6827500010086
G1_aux_all_b16,de_lu,2026H1,point,smape,3.396397073679673
G1_aux_all_b16,de_lu,2026H1,quantile,wis,1118.0180254460663
G1_aux_all_b16,de_lu,2026H1,quantile,lqs,559.0090127230332
G1_aux_all_b16,de_lu,2026H1,quantile,mae_median,1850.1043362410223
G1_aux_all_b16,de_lu,2026H1,quantile,cov50,46.073190789473685
G1_aux_all_b16,de_lu,2026H1,quantile,cov95,92.92763157894737
G1_aux_all_b16,de_lu,2026H1,ensemble,wis,1118.0180254460663
G1_aux_all_b16,de_lu,2026H1,ensemble,lqs,559.0090127230332
G1_aux_all_b16,de_lu,2026H1,ensemble,mae_median,1850.1043362410223
G1_aux_all_b16,de_lu,2026H1,ensemble,cov50,46.073190789473685
G1_aux_all_b16,de_lu,2026H1,ensemble,cov95,92.92763157894737
G1_aux_all_b16,de_lu,2026H1,ensemble,crps,1349.227446700978
G1_aux_all_b16,de_lu,2026H1,ensemble,energy_score,15606.195134997208
G1_aux_all_b16,de_lu,overall,point,rmse,2470.4279052818783
G1_aux_all_b16,de_lu,overall,point,r2,0.9306071673274188
G1_aux_all_b16,de_lu,overall,point,mae,1688.154215586801
G1_aux_all_b16,de_lu,overall,point,smape,3.1717655120140686
G1_aux_all_b16,de_lu,overall,quantile,wis,1007.4936856319955
G1_aux_all_b16,de_lu,overall,quantile,lqs,503.74684281599787
G1_aux_all_b16,de_lu,overall,quantile,mae_median,1680.8575705995304
G1_aux_all_b16,de_lu,overall,quantile,cov50,47.04015666289166
G1_aux_all_b16,de_lu,overall,quantile,cov95,94.38821253303134
G1_aux_all_b16,de_lu,overall,ensemble,wis,1007.4936856319955
G1_aux_all_b16,de_lu,overall,ensemble,lqs,503.74684281599787
G1_aux_all_b16,de_lu,overall,ensemble,mae_median,1680.8575705995304
G1_aux_all_b16,de_lu,overall,ensemble,cov50,47.04015666289166
G1_aux_all_b16,de_lu,overall,ensemble,cov95,94.38821253303134
G1_aux_all_b16,de_lu,overall,ensemble,crps,1222.0262384864973
G1_aux_all_b16,de_lu,overall,ensemble,energy_score,14147.439575993481
G1_combo_b16,de_lu,2024,point,rmse,2315.2883613517156
G1_combo_b16,de_lu,2024,point,r2,0.9370925141309204
G1_combo_b16,de_lu,2024,point,mae,1583.1750930889766
G1_combo_b16,de_lu,2024,point,smape,3.00429230991346
G1_combo_b16,de_lu,2024,quantile,wis,943.1111586375
G1_combo_b16,de_lu,2024,quantile,lqs,471.55557931875
G1_combo_b16,de_lu,2024,quantile,mae_median,1568.7749233036202
G1_combo_b16,de_lu,2024,quantile,cov50,49.69831511839708
G1_combo_b16,de_lu,2024,quantile,cov95,95.38649817850637
G1_combo_b16,de_lu,2024,ensemble,wis,943.1111586375
G1_combo_b16,de_lu,2024,ensemble,lqs,471.55557931875
G1_combo_b16,de_lu,2024,ensemble,mae_median,1568.7749233036202
G1_combo_b16,de_lu,2024,ensemble,cov50,49.69831511839708
G1_combo_b16,de_lu,2024,ensemble,cov95,95.38649817850637
G1_combo_b16,de_lu,2024,ensemble,crps,1147.805756666289
G1_combo_b16,de_lu,2024,ensemble,energy_score,13311.305595183367
G1_combo_b16,de_lu,2025,point,rmse,2369.4919527242555
G1_combo_b16,de_lu,2025,point,r2,0.9344446883548122
G1_combo_b16,de_lu,2025,point,mae,1664.6892130460155
G1_combo_b16,de_lu,2025,point,smape,3.13103066592054
G1_combo_b16,de_lu,2025,quantile,wis,981.5415606030822
G1_combo_b16,de_lu,2025,quantile,lqs,490.77078030154115
G1_combo_b16,de_lu,2025,quantile,mae_median,1657.6780331164384
G1_combo_b16,de_lu,2025,quantile,cov50,47.19463470319635
G1_combo_b16,de_lu,2025,quantile,cov95,95.23972602739727
G1_combo_b16,de_lu,2025,ensemble,wis,981.5415606030822
G1_combo_b16,de_lu,2025,ensemble,lqs,490.77078030154115
G1_combo_b16,de_lu,2025,ensemble,mae_median,1657.6780331164384
G1_combo_b16,de_lu,2025,ensemble,cov50,47.19463470319635
G1_combo_b16,de_lu,2025,ensemble,cov95,95.23972602739727
G1_combo_b16,de_lu,2025,ensemble,crps,1195.2005363587982
G1_combo_b16,de_lu,2025,ensemble,energy_score,13827.77643204831
G1_combo_b16,de_lu,2026H1,point,rmse,2613.923140906948
G1_combo_b16,de_lu,2026H1,point,r2,0.928509139543316
G1_combo_b16,de_lu,2026H1,point,mae,1761.4824334926282
G1_combo_b16,de_lu,2026H1,point,smape,3.2539326841013865
G1_combo_b16,de_lu,2026H1,quantile,wis,1065.1267625829908
G1_combo_b16,de_lu,2026H1,quantile,lqs,532.5633812914954
G1_combo_b16,de_lu,2026H1,quantile,mae_median,1766.2717066087582
G1_combo_b16,de_lu,2026H1,quantile,cov50,48.608826754385966
G1_combo_b16,de_lu,2026H1,quantile,cov95,93.79797149122807
G1_combo_b16,de_lu,2026H1,ensemble,wis,1065.1267625829908
G1_combo_b16,de_lu,2026H1,ensemble,lqs,532.5633812914954
G1_combo_b16,de_lu,2026H1,ensemble,mae_median,1766.2717066087582
G1_combo_b16,de_lu,2026H1,ensemble,cov50,48.608826754385966
G1_combo_b16,de_lu,2026H1,ensemble,cov95,93.79797149122807
G1_combo_b16,de_lu,2026H1,ensemble,crps,1290.7895867162588
G1_combo_b16,de_lu,2026H1,ensemble,energy_score,14972.179145253735
G1_combo_b16,de_lu,overall,point,rmse,2391.426970575387
G1_combo_b16,de_lu,overall,point,r2,0.9349743812751519
G1_combo_b16,de_lu,overall,point,mae,1647.56396004897
G1_combo_b16,de_lu,overall,point,smape,3.0996545260166872
G1_combo_b16,de_lu,overall,quantile,wis,980.000703957038
G1_combo_b16,de_lu,overall,quantile,lqs,490.000351978519
G1_combo_b16,de_lu,overall,quantile,mae_median,1639.5214081779798
G1_combo_b16,de_lu,overall,quantile,cov50,48.475839939599844
G1_combo_b16,de_lu,overall,quantile,cov95,95.05237825594564
G1_combo_b16,de_lu,overall,ensemble,wis,980.000703957038
G1_combo_b16,de_lu,overall,ensemble,lqs,490.000351978519
G1_combo_b16,de_lu,overall,ensemble,mae_median,1639.5214081779798
G1_combo_b16,de_lu,overall,ensemble,cov50,48.475839939599844
G1_combo_b16,de_lu,overall,ensemble,cov95,95.05237825594564
G1_combo_b16,de_lu,overall,ensemble,crps,1192.0103283031647
G1_combo_b16,de_lu,overall,ensemble,energy_score,13810.699292880308
G1_trends_grillen,de_lu,2024,point,rmse,2372.1647718808895
G1_trends_grillen,de_lu,2024,point,r2,0.9339638332356548
G1_trends_grillen,de_lu,2024,point,mae,1606.7525685759117
G1_trends_grillen,de_lu,2024,point,smape,3.0523715620786285
G1_trends_grillen,de_lu,2024,quantile,wis,962.1758308971083
G1_trends_grillen,de_lu,2024,quantile,lqs,481.0879154485542
G1_trends_grillen,de_lu,2024,quantile,mae_median,1592.8686899866802
G1_trends_grillen,de_lu,2024,quantile,cov50,51.21527777777778
G1_trends_grillen,de_lu,2024,quantile,cov95,96.12647996357013
G1_trends_grillen,de_lu,2024,ensemble,wis,962.1758308971083
G1_trends_grillen,de_lu,2024,ensemble,lqs,481.0879154485542
G1_trends_grillen,de_lu,2024,ensemble,mae_median,1592.8686899866802
G1_trends_grillen,de_lu,2024,ensemble,cov50,51.21527777777778
G1_trends_grillen,de_lu,2024,ensemble,cov95,96.12647996357013
G1_trends_grillen,de_lu,2024,ensemble,crps,1169.7044657680306
G1_trends_grillen,de_lu,2024,ensemble,energy_score,13550.729317937805
G1_trends_grillen,de_lu,2025,point,rmse,2307.5900840954896
G1_trends_grillen,de_lu,2025,point,r2,0.9378251511224276
G1_trends_grillen,de_lu,2025,point,mae,1624.4436415554196
G1_trends_grillen,de_lu,2025,point,smape,3.0636498639234464
G1_trends_grillen,de_lu,2025,quantile,wis,953.5496115481735
G1_trends_grillen,de_lu,2025,quantile,lqs,476.77480577408676
G1_trends_grillen,de_lu,2025,quantile,mae_median,1614.8627438464612
G1_trends_grillen,de_lu,2025,quantile,cov50,49.83162100456621
G1_trends_grillen,de_lu,2025,quantile,cov95,96.78938356164383
