run,config,refit_idx,step_idx,loss,grad_norm,learning_rate,epoch
v2,G2_C1__amprion,7,20,2.4463,3.2747786045074463,3.366666666666667e-06,0.67
v2,G2_C1__amprion,7,21,2.4151,1.8984373807907104,3.333333333333334e-08,1.0
v2,G2_C1__amprion,8,22,2.4782,2.166123628616333,6.700000000000001e-06,0.33
v2,G2_C1__amprion,8,23,2.3369,5.918234825134277,3.366666666666667e-06,0.67
v2,G2_C1__amprion,8,24,2.3862,8.491311073303223,3.333333333333334e-08,1.0
v2,G2_C1__amprion,9,25,2.3861,3.1466705799102783,6.700000000000001e-06,0.33
v2,G2_C1__amprion,9,26,2.3596,2.43826961517334,3.366666666666667e-06,0.67
v2,G2_C1__amprion,9,27,2.3448,2.325408697128296,3.333333333333334e-08,1.0
v2,G2_C1__amprion,10,28,2.4588,5.878563404083252,6.700000000000001e-06,0.33
v2,G2_C1__amprion,10,29,2.4354,3.339439868927002,3.366666666666667e-06,0.67
v2,G2_C1__amprion,10,30,2.4473,3.7340214252471924,3.333333333333334e-08,1.0
v2,G2_C1__lu,1,1,1.7843,6.872593879699707,6.700000000000001e-06,0.33
v2,G2_C1__lu,1,2,1.7309,5.3279876708984375,3.366666666666667e-06,0.67
v2,G2_C1__lu,1,3,1.7145,3.8720414638519287,3.333333333333334e-08,1.0
v2,G2_C1__lu,2,4,1.8229,2.478553533554077,6.700000000000001e-06,0.33
v2,G2_C1__lu,2,5,1.8705,3.55118989944458,3.366666666666667e-06,0.67
v2,G2_C1__lu,2,6,1.7014,2.1952333450317383,3.333333333333334e-08,1.0
v2,G2_C1__lu,3,7,1.7756,2.181441068649292,6.700000000000001e-06,0.33
v2,G2_C1__lu,3,8,1.8416,4.486545562744141,3.366666666666667e-06,0.67
v2,G2_C1__lu,3,9,1.6991,4.52203893661499,3.333333333333334e-08,1.0
v2,G2_C1__lu,4,10,1.835,3.1253225803375244,6.700000000000001e-06,0.33
v2,G2_C1__lu,4,11,1.6458,2.4591095447540283,3.366666666666667e-06,0.67
v2,G2_C1__lu,4,12,1.5671,5.717855930328369,3.333333333333334e-08,1.0
v2,G2_C1__lu,5,13,1.9109,2.433659553527832,6.700000000000001e-06,0.33
v2,G2_C1__lu,5,14,1.9343,5.225340843200684,3.366666666666667e-06,0.67
v2,G2_C1__lu,5,15,1.6587,2.975991725921631,3.333333333333334e-08,1.0
v2,G2_C1__lu,6,16,1.9002,5.113504409790039,6.700000000000001e-06,0.33
v2,G2_C1__lu,6,17,1.8202,3.5714144706726074,3.366666666666667e-06,0.67
v2,G2_C1__lu,6,18,1.6911,5.904383659362793,3.333333333333334e-08,1.0
v2,G2_C1__lu,7,19,2.0851,3.9677224159240723,6.700000000000001e-06,0.33
v2,G2_C1__lu,7,20,1.9852,3.2792012691497803,3.366666666666667e-06,0.67
v2,G2_C1__lu,7,21,1.977,1.7915698289871216,3.333333333333334e-08,1.0
v2,G2_C1__lu,8,22,2.266,1.86845862865448,6.700000000000001e-06,0.33
v2,G2_C1__lu,8,23,2.0688,3.424907684326172,3.366666666666667e-06,0.67
v2,G2_C1__lu,8,24,2.0741,6.2699432373046875,3.333333333333334e-08,1.0
v2,G2_C1__lu,9,25,2.1583,4.919416427612305,6.700000000000001e-06,0.33
v2,G2_C1__lu,9,26,2.08,2.3150691986083984,3.366666666666667e-06,0.67
v2,G2_C1__lu,9,27,2.0553,3.497014284133911,3.333333333333334e-08,1.0
v2,G2_C1__lu,10,28,2.3106,3.2864673137664795,6.700000000000001e-06,0.33
v2,G2_C1__lu,10,29,2.2217,4.138258457183838,3.366666666666667e-06,0.67
v2,G2_C1__lu,10,30,2.2245,2.926668643951416,3.333333333333334e-08,1.0
v2,G2_C1__tennet,1,1,1.9339,3.210644483566284,6.700000000000001e-06,0.33
v2,G2_C1__tennet,1,2,1.8637,2.980841875076294,3.366666666666667e-06,0.67
v2,G2_C1__tennet,1,3,1.9191,3.2121856212615967,3.333333333333334e-08,1.0
v2,G2_C1__tennet,2,4,2.0894,2.9523420333862305,6.700000000000001e-06,0.33
v2,G2_C1__tennet,2,5,1.9647,3.861328363418579,3.366666666666667e-06,0.67
v2,G2_C1__tennet,2,6,1.7913,2.809408664703369,3.333333333333334e-08,1.0
v2,G2_C1__tennet,3,7,1.9634,2.7645514011383057,6.700000000000001e-06,0.33
v2,G2_C1__tennet,3,8,2.0268,3.4222326278686523,3.366666666666667e-06,0.67
v2,G2_C1__tennet,3,9,1.8095,5.973383903503418,3.333333333333334e-08,1.0
v2,G2_C1__tennet,4,10,2.0594,3.2939226627349854,6.700000000000001e-06,0.33
v2,G2_C1__tennet,4,11,1.9265,2.8317387104034424,3.366666666666667e-06,0.67
v2,G2_C1__tennet,4,12,1.8503,1.7954803705215454,3.333333333333334e-08,1.0
v2,G2_C1__tennet,5,13,2.0666,3.78875994682312,6.700000000000001e-06,0.33
v2,G2_C1__tennet,5,14,1.9996,5.153576850891113,3.366666666666667e-06,0.67
v2,G2_C1__tennet,5,15,1.8627,2.9340524673461914,3.333333333333334e-08,1.0
v2,G2_C1__tennet,6,16,2.0859,5.940004348754883,6.700000000000001e-06,0.33
v2,G2_C1__tennet,6,17,1.9706,3.344393491744995,3.366666666666667e-06,0.67
v2,G2_C1__tennet,6,18,1.8942,3.288574457168579,3.333333333333334e-08,1.0
v2,G2_C1__tennet,7,19,2.1364,4.7571702003479,6.700000000000001e-06,0.33
v2,G2_C1__tennet,7,20,2.0709,4.245484828948975,3.366666666666667e-06,0.67
v2,G2_C1__tennet,7,21,2.0748,2.3166239261627197,3.333333333333334e-08,1.0
v2,G2_C1__tennet,8,22,2.2344,2.6227567195892334,6.700000000000001e-06,0.33
v2,G2_C1__tennet,8,23,2.0651,2.915609836578369,3.366666666666667e-06,0.67
v2,G2_C1__tennet,8,24,2.07,4.518401145935059,3.333333333333334e-08,1.0
v2,G2_C1__tennet,9,25,2.1769,4.935932159423828,6.700000000000001e-06,0.33
v2,G2_C1__tennet,9,26,2.1307,3.194610834121704,3.366666666666667e-06,0.67
v2,G2_C1__tennet,9,27,2.0237,3.2566637992858887,3.333333333333334e-08,1.0
v2,G2_C1__tennet,10,28,2.246,5.218926906585693,6.700000000000001e-06,0.33
v2,G2_C1__tennet,10,29,2.1547,3.9883763790130615,3.366666666666667e-06,0.67
v2,G2_C1__tennet,10,30,2.2124,3.8691186904907227,3.333333333333334e-08,1.0
v2,G2_C1__transnetbw,1,1,1.9688,6.26181173324585,6.700000000000001e-06,0.33
v2,G2_C1__transnetbw,1,2,1.9384,3.2591521739959717,3.366666666666667e-06,0.67
v2,G2_C1__transnetbw,1,3,1.9242,2.852385997772217,3.333333333333334e-08,1.0
v2,G2_C1__transnetbw,2,4,2.1678,3.3494346141815186,6.700000000000001e-06,0.33
v2,G2_C1__transnetbw,2,5,2.0268,4.790111064910889,3.366666666666667e-06,0.67
v2,G2_C1__transnetbw,2,6,1.8531,2.4777474403381348,3.333333333333334e-08,1.0
v2,G2_C1__transnetbw,3,7,2.0489,2.60585880279541,6.700000000000001e-06,0.33
v2,G2_C1__transnetbw,3,8,2.2047,4.595108509063721,3.366666666666667e-06,0.67
v2,G2_C1__transnetbw,3,9,1.927,3.022310972213745,3.333333333333334e-08,1.0
v2,G2_C1__transnetbw,4,10,2.1147,3.0350849628448486,6.700000000000001e-06,0.33
v2,G2_C1__transnetbw,4,11,2.0202,2.927652359008789,3.366666666666667e-06,0.67
v2,G2_C1__transnetbw,4,12,1.9964,2.1846110820770264,3.333333333333334e-08,1.0
v2,G2_C1__transnetbw,5,13,2.1603,3.4932994842529297,6.700000000000001e-06,0.33
v2,G2_C1__transnetbw,5,14,2.1033,5.313905239105225,3.366666666666667e-06,0.67
v2,G2_C1__transnetbw,5,15,1.9179,4.094688415527344,3.333333333333334e-08,1.0
v2,G2_C1__transnetbw,6,16,2.1266,7.655796527862549,6.700000000000001e-06,0.33
v2,G2_C1__transnetbw,6,17,2.0138,3.656365394592285,3.366666666666667e-06,0.67
v2,G2_C1__transnetbw,6,18,1.9707,3.4342386722564697,3.333333333333334e-08,1.0
v2,G2_C1__transnetbw,7,19,2.2369,5.8204193115234375,6.700000000000001e-06,0.33
v2,G2_C1__transnetbw,7,20,2.132,4.0638427734375,3.366666666666667e-06,0.67
v2,G2_C1__transnetbw,7,21,2.1069,2.528334379196167,3.333333333333334e-08,1.0
v2,G2_C1__transnetbw,8,22,2.2555,1.9703484773635864,6.700000000000001e-06,0.33
v2,G2_C1__transnetbw,8,23,2.137,2.593209981918335,3.366666666666667e-06,0.67
v2,G2_C1__transnetbw,8,24,2.0956,4.764897346496582,3.333333333333334e-08,1.0
v2,G2_C1__transnetbw,9,25,2.1991,3.7126071453094482,6.700000000000001e-06,0.33
v2,G2_C1__transnetbw,9,26,2.1916,2.92568302154541,3.366666666666667e-06,0.67
v2,G2_C1__transnetbw,9,27,2.1217,3.3487091064453125,3.333333333333334e-08,1.0
v2,G2_C1__transnetbw,10,28,2.3103,4.929438591003418,6.700000000000001e-06,0.33
v2,G2_C1__transnetbw,10,29,2.2033,7.751346588134766,3.366666666666667e-06,0.67
v2,G2_C1__transnetbw,10,30,2.3001,5.4816741943359375,3.333333333333334e-08,1.0
v2,G2_C2.1__50hertz,1,1,0.4143,2.1030290126800537,6.700000000000001e-06,0.33
v2,G2_C2.1__50hertz,1,2,0.4175,1.3316611051559448,3.366666666666667e-06,0.67
v2,G2_C2.1__50hertz,1,3,0.4184,1.8131967782974243,3.333333333333334e-08,1.0
v2,G2_C2.1__50hertz,2,4,0.4425,3.933354139328003,6.700000000000001e-06,0.33
v2,G2_C2.1__50hertz,2,5,0.4396,2.3003909587860107,3.366666666666667e-06,0.67
v2,G2_C2.1__50hertz,2,6,0.4711,1.395266056060791,3.333333333333334e-08,1.0
v2,G2_C2.1__50hertz,3,7,0.4628,2.2912075519561768,6.700000000000001e-06,0.33
v2,G2_C2.1__50hertz,3,8,0.4762,1.8694422245025635,3.366666666666667e-06,0.67
v2,G2_C2.1__50hertz,3,9,0.4577,4.473781108856201,3.333333333333334e-08,1.0
v2,G2_C2.1__50hertz,4,10,0.4488,1.2377877235412598,6.700000000000001e-06,0.33
v2,G2_C2.1__50hertz,4,11,0.4801,1.0879348516464233,3.366666666666667e-06,0.67
v2,G2_C2.1__50hertz,4,12,0.4634,0.9071098566055298,3.333333333333334e-08,1.0
v2,G2_C2.1__50hertz,5,13,0.4732,0.8116310834884644,6.700000000000001e-06,0.33
v2,G2_C2.1__50hertz,5,14,0.4498,1.0307263135910034,3.366666666666667e-06,0.67
v2,G2_C2.1__50hertz,5,15,0.4719,4.2454071044921875,3.333333333333334e-08,1.0
v2,G2_C2.1__50hertz,6,16,0.5047,3.90340518951416,6.700000000000001e-06,0.33
v2,G2_C2.1__50hertz,6,17,0.5148,0.7162789106369019,3.366666666666667e-06,0.67
v2,G2_C2.1__50hertz,6,18,0.4666,1.2593488693237305,3.333333333333334e-08,1.0
v2,G2_C2.1__50hertz,7,19,0.5197,2.957998514175415,6.700000000000001e-06,0.33
v2,G2_C2.1__50hertz,7,20,0.5028,5.23549747467041,3.366666666666667e-06,0.67
v2,G2_C2.1__50hertz,7,21,0.4925,2.135952949523926,3.333333333333334e-08,1.0
v2,G2_C2.1__50hertz,8,22,0.5359,2.5842418670654297,6.700000000000001e-06,0.33
v2,G2_C2.1__50hertz,8,23,0.5687,0.8948090672492981,3.366666666666667e-06,0.67
v2,G2_C2.1__50hertz,8,24,0.4984,1.8441076278686523,3.333333333333334e-08,1.0
v2,G2_C2.1__50hertz,9,25,0.5845,3.3009207248687744,6.700000000000001e-06,0.33
v2,G2_C2.1__50hertz,9,26,0.497,1.406702995300293,3.366666666666667e-06,0.67
v2,G2_C2.1__50hertz,9,27,0.5049,3.8322319984436035,3.333333333333334e-08,1.0
v2,G2_C2.1__50hertz,10,28,0.6127,5.255616664886475,6.700000000000001e-06,0.33
v2,G2_C2.1__50hertz,10,29,0.5566,1.6872953176498413,3.366666666666667e-06,0.67
v2,G2_C2.1__50hertz,10,30,0.4775,1.8131362199783325,3.333333333333334e-08,1.0
v2,G2_C2.1__amprion,1,1,0.2773,1.2623605728149414,6.700000000000001e-06,0.33
v2,G2_C2.1__amprion,1,2,0.2367,0.4959481656551361,3.366666666666667e-06,0.67
v2,G2_C2.1__amprion,1,3,0.2703,1.1066081523895264,3.333333333333334e-08,1.0
v2,G2_C2.1__amprion,2,4,0.2992,0.5360108017921448,6.700000000000001e-06,0.33
v2,G2_C2.1__amprion,2,5,0.2993,0.9946653246879578,3.366666666666667e-06,0.67
v2,G2_C2.1__amprion,2,6,0.2968,0.34831342101097107,3.333333333333334e-08,1.0
v2,G2_C2.1__amprion,3,7,0.2894,0.5841947197914124,6.700000000000001e-06,0.33
v2,G2_C2.1__amprion,3,8,0.2908,1.8843462467193604,3.366666666666667e-06,0.67
v2,G2_C2.1__amprion,3,9,0.2875,2.0631730556488037,3.333333333333334e-08,1.0
v2,G2_C2.1__amprion,4,10,0.3145,2.951387405395508,6.700000000000001e-06,0.33
v2,G2_C2.1__amprion,4,11,0.3208,0.6579599380493164,3.366666666666667e-06,0.67
v2,G2_C2.1__amprion,4,12,0.3232,5.909877300262451,3.333333333333334e-08,1.0
v2,G2_C2.1__amprion,5,13,0.3627,0.4775559604167938,6.700000000000001e-06,0.33
v2,G2_C2.1__amprion,5,14,0.3261,1.2888638973236084,3.366666666666667e-06,0.67
v2,G2_C2.1__amprion,5,15,0.3011,2.2654409408569336,3.333333333333334e-08,1.0
v2,G2_C2.1__amprion,6,16,0.3584,2.5476531982421875,6.700000000000001e-06,0.33
v2,G2_C2.1__amprion,6,17,0.331,0.8339142799377441,3.366666666666667e-06,0.67
v2,G2_C2.1__amprion,6,18,0.3543,1.5186940431594849,3.333333333333334e-08,1.0
v2,G2_C2.1__amprion,7,19,0.3368,0.44467800855636597,6.700000000000001e-06,0.33
v2,G2_C2.1__amprion,7,20,0.3264,3.8792223930358887,3.366666666666667e-06,0.67
v2,G2_C2.1__amprion,7,21,0.3483,1.46112060546875,3.333333333333334e-08,1.0
v2,G2_C2.1__amprion,8,22,0.3612,1.7004677057266235,6.700000000000001e-06,0.33
v2,G2_C2.1__amprion,8,23,0.2979,1.1714249849319458,3.366666666666667e-06,0.67
v2,G2_C2.1__amprion,8,24,0.2956,0.6988562941551208,3.333333333333334e-08,1.0
v2,G2_C2.1__amprion,9,25,0.3485,0.7499637007713318,6.700000000000001e-06,0.33
v2,G2_C2.1__amprion,9,26,0.3002,0.4742650091648102,3.366666666666667e-06,0.67
v2,G2_C2.1__amprion,9,27,0.3066,0.5516238808631897,3.333333333333334e-08,1.0
v2,G2_C2.1__amprion,10,28,0.3804,2.2670605182647705,6.700000000000001e-06,0.33
v2,G2_C2.1__amprion,10,29,0.3873,0.7092766761779785,3.366666666666667e-06,0.67
v2,G2_C2.1__amprion,10,30,0.2955,1.0282464027404785,3.333333333333334e-08,1.0
v2,G2_C2.1__lu,1,1,0.2125,0.4390181601047516,6.700000000000001e-06,0.33
v2,G2_C2.1__lu,1,2,0.1928,0.5485844612121582,3.366666666666667e-06,0.67
v2,G2_C2.1__lu,1,3,0.2022,0.3409038484096527,3.333333333333334e-08,1.0
v2,G2_C2.1__lu,2,4,0.1986,1.5159051418304443,6.700000000000001e-06,0.33
v2,G2_C2.1__lu,2,5,0.2038,1.3944915533065796,3.366666666666667e-06,0.67
v2,G2_C2.1__lu,2,6,0.2388,0.24632714688777924,3.333333333333334e-08,1.0
v2,G2_C2.1__lu,3,7,0.2255,0.8061648607254028,6.700000000000001e-06,0.33
v2,G2_C2.1__lu,3,8,0.1952,2.880014419555664,3.366666666666667e-06,0.67
v2,G2_C2.1__lu,3,9,0.2154,0.9853035807609558,3.333333333333334e-08,1.0
v2,G2_C2.1__lu,4,10,0.2226,0.5650845766067505,6.700000000000001e-06,0.33
v2,G2_C2.1__lu,4,11,0.2418,1.0021693706512451,3.366666666666667e-06,0.67
v2,G2_C2.1__lu,4,12,0.2286,1.4338493347167969,3.333333333333334e-08,1.0
v2,G2_C2.1__lu,5,13,0.2573,1.0027211904525757,6.700000000000001e-06,0.33
v2,G2_C2.1__lu,5,14,0.2233,0.7754673957824707,3.366666666666667e-06,0.67
v2,G2_C2.1__lu,5,15,0.2214,2.5182383060455322,3.333333333333334e-08,1.0
v2,G2_C2.1__lu,6,16,0.2205,2.746212959289551,6.700000000000001e-06,0.33
v2,G2_C2.1__lu,6,17,0.2333,0.5161287784576416,3.366666666666667e-06,0.67
v2,G2_C2.1__lu,6,18,0.2749,3.9388649463653564,3.333333333333334e-08,1.0
v2,G2_C2.1__lu,7,19,0.2569,0.45328742265701294,6.700000000000001e-06,0.33
v2,G2_C2.1__lu,7,20,0.2553,0.9201394319534302,3.366666666666667e-06,0.67
v2,G2_C2.1__lu,7,21,0.2647,0.48965343832969666,3.333333333333334e-08,1.0
v2,G2_C2.1__lu,8,22,0.3019,2.160099983215332,6.700000000000001e-06,0.33
v2,G2_C2.1__lu,8,23,0.3446,0.5246384739875793,3.366666666666667e-06,0.67
v2,G2_C2.1__lu,8,24,0.2711,0.9093235731124878,3.333333333333334e-08,1.0
v2,G2_C2.1__lu,9,25,0.2932,0.6740144491195679,6.700000000000001e-06,0.33
v2,G2_C2.1__lu,9,26,0.2752,1.0427206754684448,3.366666666666667e-06,0.67
v2,G2_C2.1__lu,9,27,0.2591,0.495132714509964,3.333333333333334e-08,1.0
v2,G2_C2.1__lu,10,28,0.3298,2.94916033744812,6.700000000000001e-06,0.33
v2,G2_C2.1__lu,10,29,0.3747,0.6104622483253479,3.366666666666667e-06,0.67
v2,G2_C2.1__lu,10,30,0.2794,1.1394420862197876,3.333333333333334e-08,1.0
v2,G2_C2.1__tennet,1,1,0.2606,0.43698957562446594,6.700000000000001e-06,0.33
v2,G2_C2.1__tennet,1,2,0.2263,1.1273983716964722,3.366666666666667e-06,0.67
v2,G2_C2.1__tennet,1,3,0.2402,1.2040714025497437,3.333333333333334e-08,1.0
v2,G2_C2.1__tennet,2,4,0.2635,1.3089734315872192,6.700000000000001e-06,0.33
v2,G2_C2.1__tennet,2,5,0.2731,1.5097326040267944,3.366666666666667e-06,0.67
v2,G2_C2.1__tennet,2,6,0.2744,0.6369255781173706,3.333333333333334e-08,1.0
v2,G2_C2.1__tennet,3,7,0.2494,0.5288017392158508,6.700000000000001e-06,0.33
v2,G2_C2.1__tennet,3,8,0.2343,1.2492650747299194,3.366666666666667e-06,0.67
v2,G2_C2.1__tennet,3,9,0.2499,0.5623739957809448,3.333333333333334e-08,1.0
v2,G2_C2.1__tennet,4,10,0.2395,0.8268506526947021,6.700000000000001e-06,0.33
v2,G2_C2.1__tennet,4,11,0.2569,0.4181922972202301,3.366666666666667e-06,0.67
v2,G2_C2.1__tennet,4,12,0.2682,1.1237393617630005,3.333333333333334e-08,1.0
v2,G2_C2.1__tennet,5,13,0.2448,0.31914854049682617,6.700000000000001e-06,0.33
v2,G2_C2.1__tennet,5,14,0.2487,0.26094064116477966,3.366666666666667e-06,0.67
v2,G2_C2.1__tennet,5,15,0.2416,1.0263862609863281,3.333333333333334e-08,1.0
v2,G2_C2.1__tennet,6,16,0.2529,3.2598752975463867,6.700000000000001e-06,0.33
v2,G2_C2.1__tennet,6,17,0.2536,0.5937261581420898,3.366666666666667e-06,0.67
v2,G2_C2.1__tennet,6,18,0.2646,1.2492469549179077,3.333333333333334e-08,1.0
v2,G2_C2.1__tennet,7,19,0.2429,0.44112706184387207,6.700000000000001e-06,0.33
v2,G2_C2.1__tennet,7,20,0.2673,4.227108001708984,3.366666666666667e-06,0.67
v2,G2_C2.1__tennet,7,21,0.3015,0.36057353019714355,3.333333333333334e-08,1.0
v2,G2_C2.1__tennet,8,22,0.288,0.5802991390228271,6.700000000000001e-06,0.33
v2,G2_C2.1__tennet,8,23,0.2628,0.6618884205818176,3.366666666666667e-06,0.67
v2,G2_C2.1__tennet,8,24,0.2387,0.48376908898353577,3.333333333333334e-08,1.0
v2,G2_C2.1__tennet,9,25,0.2795,0.7085394859313965,6.700000000000001e-06,0.33
v2,G2_C2.1__tennet,9,26,0.2254,0.9095312356948853,3.366666666666667e-06,0.67
v2,G2_C2.1__tennet,9,27,0.2451,1.1691553592681885,3.333333333333334e-08,1.0
v2,G2_C2.1__tennet,10,28,0.3397,2.832134485244751,6.700000000000001e-06,0.33
v2,G2_C2.1__tennet,10,29,0.3375,0.8479464650154114,3.366666666666667e-06,0.67
v2,G2_C2.1__tennet,10,30,0.2437,0.8506059646606445,3.333333333333334e-08,1.0
v2,G2_C2.1__transnetbw,1,1,0.2382,0.6780467629432678,6.700000000000001e-06,0.33
v2,G2_C2.1__transnetbw,1,2,0.1981,0.9600087404251099,3.366666666666667e-06,0.67
v2,G2_C2.1__transnetbw,1,3,0.2389,0.5400642156600952,3.333333333333334e-08,1.0
v2,G2_C2.1__transnetbw,2,4,0.2801,2.0066020488739014,6.700000000000001e-06,0.33
v2,G2_C2.1__transnetbw,2,5,0.2957,1.2414519786834717,3.366666666666667e-06,0.67
v2,G2_C2.1__transnetbw,2,6,0.2721,0.5855973362922668,3.333333333333334e-08,1.0
v2,G2_C2.1__transnetbw,3,7,0.2523,1.070294976234436,6.700000000000001e-06,0.33
v2,G2_C2.1__transnetbw,3,8,0.2249,1.2411019802093506,3.366666666666667e-06,0.67
v2,G2_C2.1__transnetbw,3,9,0.2486,0.783597469329834,3.333333333333334e-08,1.0
v2,G2_C2.1__transnetbw,4,10,0.2403,0.3828563392162323,6.700000000000001e-06,0.33
v2,G2_C2.1__transnetbw,4,11,0.2573,0.5092580914497375,3.366666666666667e-06,0.67
v2,G2_C2.1__transnetbw,4,12,0.2429,1.0616888999938965,3.333333333333334e-08,1.0
v2,G2_C2.1__transnetbw,5,13,0.2585,0.554185688495636,6.700000000000001e-06,0.33
v2,G2_C2.1__transnetbw,5,14,0.2325,0.23611317574977875,3.366666666666667e-06,0.67
v2,G2_C2.1__transnetbw,5,15,0.2478,1.2088494300842285,3.333333333333334e-08,1.0
v2,G2_C2.1__transnetbw,6,16,0.2357,2.7746026515960693,6.700000000000001e-06,0.33
v2,G2_C2.1__transnetbw,6,17,0.2477,0.47198978066444397,3.366666666666667e-06,0.67
v2,G2_C2.1__transnetbw,6,18,0.26,1.616066575050354,3.333333333333334e-08,1.0
v2,G2_C2.1__transnetbw,7,19,0.2353,1.1044809818267822,6.700000000000001e-06,0.33
v2,G2_C2.1__transnetbw,7,20,0.2712,2.7592551708221436,3.366666666666667e-06,0.67
v2,G2_C2.1__transnetbw,7,21,0.3176,1.2648242712020874,3.333333333333334e-08,1.0
v2,G2_C2.1__transnetbw,8,22,0.2809,2.5244572162628174,6.700000000000001e-06,0.33
v2,G2_C2.1__transnetbw,8,23,0.2623,0.6939055919647217,3.366666666666667e-06,0.67
v2,G2_C2.1__transnetbw,8,24,0.2369,1.0094119310379028,3.333333333333334e-08,1.0
v2,G2_C2.1__transnetbw,9,25,0.2774,0.378873735666275,6.700000000000001e-06,0.33
v2,G2_C2.1__transnetbw,9,26,0.2007,0.5677673816680908,3.366666666666667e-06,0.67
v2,G2_C2.1__transnetbw,9,27,0.2334,1.105455756187439,3.333333333333334e-08,1.0
v2,G2_C2.1__transnetbw,10,28,0.3303,2.239243507385254,6.700000000000001e-06,0.33
v2,G2_C2.1__transnetbw,10,29,0.3589,1.3544325828552246,3.366666666666667e-06,0.67
v2,G2_C2.1__transnetbw,10,30,0.245,0.9913995862007141,3.333333333333334e-08,1.0
v2,G2_C2.2__50hertz,1,1,0.4004,2.4893455505371094,6.700000000000001e-06,0.33
v2,G2_C2.2__50hertz,1,2,0.403,1.055357575416565,3.366666666666667e-06,0.67
v2,G2_C2.2__50hertz,1,3,0.3988,1.0893317461013794,3.333333333333334e-08,1.0
v2,G2_C2.2__50hertz,2,4,0.4267,3.840116262435913,6.700000000000001e-06,0.33
v2,G2_C2.2__50hertz,2,5,0.4354,1.911012887954712,3.366666666666667e-06,0.67
v2,G2_C2.2__50hertz,2,6,0.4539,1.5374361276626587,3.333333333333334e-08,1.0
v2,G2_C2.2__50hertz,3,7,0.4429,3.0917811393737793,6.700000000000001e-06,0.33
v2,G2_C2.2__50hertz,3,8,0.4523,2.1322197914123535,3.366666666666667e-06,0.67
v2,G2_C2.2__50hertz,3,9,0.4471,3.123353958129883,3.333333333333334e-08,1.0
v2,G2_C2.2__50hertz,4,10,0.4342,1.2104511260986328,6.700000000000001e-06,0.33
v2,G2_C2.2__50hertz,4,11,0.4606,0.8005074262619019,3.366666666666667e-06,0.67
v2,G2_C2.2__50hertz,4,12,0.4633,2.653499126434326,3.333333333333334e-08,1.0
v2,G2_C2.2__50hertz,5,13,0.4611,0.7742191553115845,6.700000000000001e-06,0.33
v2,G2_C2.2__50hertz,5,14,0.4373,1.5367122888565063,3.366666666666667e-06,0.67
v2,G2_C2.2__50hertz,5,15,0.4693,3.352447986602783,3.333333333333334e-08,1.0
v2,G2_C2.2__50hertz,6,16,0.4963,4.147234916687012,6.700000000000001e-06,0.33
v2,G2_C2.2__50hertz,6,17,0.4923,1.6044906377792358,3.366666666666667e-06,0.67
v2,G2_C2.2__50hertz,6,18,0.4352,2.7060678005218506,3.333333333333334e-08,1.0
v2,G2_C2.2__50hertz,7,19,0.5159,3.0519859790802,6.700000000000001e-06,0.33
v2,G2_C2.2__50hertz,7,20,0.4939,5.57710075378418,3.366666666666667e-06,0.67
v2,G2_C2.2__50hertz,7,21,0.4946,2.12556529045105,3.333333333333334e-08,1.0
v2,G2_C2.2__50hertz,8,22,0.5372,2.320206880569458,6.700000000000001e-06,0.33
v2,G2_C2.2__50hertz,8,23,0.5629,2.097571849822998,3.366666666666667e-06,0.67
v2,G2_C2.2__50hertz,8,24,0.4831,1.9398186206817627,3.333333333333334e-08,1.0
v2,G2_C2.2__50hertz,9,25,0.5851,2.9372901916503906,6.700000000000001e-06,0.33
v2,G2_C2.2__50hertz,9,26,0.4743,1.980045199394226,3.366666666666667e-06,0.67
v2,G2_C2.2__50hertz,9,27,0.4875,2.5313785076141357,3.333333333333334e-08,1.0
v2,G2_C2.2__50hertz,10,28,0.5762,5.756430149078369,6.700000000000001e-06,0.33
v2,G2_C2.2__50hertz,10,29,0.5443,1.8378602266311646,3.366666666666667e-06,0.67
v2,G2_C2.2__50hertz,10,30,0.4698,1.5917788743972778,3.333333333333334e-08,1.0
v2,G2_C2.2__amprion,1,1,0.2736,1.744338035583496,6.700000000000001e-06,0.33
v2,G2_C2.2__amprion,1,2,0.2362,0.900853157043457,3.366666666666667e-06,0.67
v2,G2_C2.2__amprion,1,3,0.2656,0.7057865262031555,3.333333333333334e-08,1.0
v2,G2_C2.2__amprion,2,4,0.2871,0.5347016453742981,6.700000000000001e-06,0.33
v2,G2_C2.2__amprion,2,5,0.295,0.7146409749984741,3.366666666666667e-06,0.67
v2,G2_C2.2__amprion,2,6,0.3003,0.593286395072937,3.333333333333334e-08,1.0
v2,G2_C2.2__amprion,3,7,0.2862,0.6599482893943787,6.700000000000001e-06,0.33
v2,G2_C2.2__amprion,3,8,0.2903,1.5512596368789673,3.366666666666667e-06,0.67
v2,G2_C2.2__amprion,3,9,0.2925,2.251350164413452,3.333333333333334e-08,1.0
v2,G2_C2.2__amprion,4,10,0.311,2.3190104961395264,6.700000000000001e-06,0.33
v2,G2_C2.2__amprion,4,11,0.3168,0.4944832921028137,3.366666666666667e-06,0.67
v2,G2_C2.2__amprion,4,12,0.3054,3.269104242324829,3.333333333333334e-08,1.0
v2,G2_C2.2__amprion,5,13,0.355,0.47678372263908386,6.700000000000001e-06,0.33
v2,G2_C2.2__amprion,5,14,0.32,1.2310431003570557,3.366666666666667e-06,0.67
